Line No,Source,Address,Source_1,Warp Stall Sampling (All Samples),Warp Stall Sampling (Not-issued Samples),# Samples,Instructions Executed,Thread Instructions Executed,Predicated-On Thread Instructions Executed,Avg. Threads Executed,Avg. Predicated-On Threads Executed,Address Space,Access Operation,Access Size,L1 Tag Requests Global,L1 Conflicts Shared N-Way,L1 Wavefronts Shared Excessive,L1 Wavefronts Shared,L1 Wavefronts Shared Ideal,L2 Theoretical Sectors Global Excessive,L2 Theoretical Sectors Global,L2 Theoretical Sectors Global Ideal,L2 Theoretical Sectors Local,L2 Explicit Evict Policies,L2 Explicit Hit Policy Evict First,L2 Explicit Hit Policy Evict Last,L2 Explicit Hit Policy Evict Normal,L2 Explicit Hit Policy Evict Normal Demote,L2 Explicit Miss Policy Evict First,L2 Explicit Miss Policy Evict Normal,stall_barrier,stall_branch_resolving,stall_dispatch,stall_drain,stall_imc,stall_lg,stall_long_sb,stall_math,stall_membar,stall_mio,stall_misc,stall_no_inst,stall_not_selected,stall_selected,stall_short_sb,stall_sleep,stall_tex,stall_wait,stall_barrier (Not Issued),stall_branch_resolving (Not Issued),stall_dispatch (Not Issued),stall_drain (Not Issued),stall_imc (Not Issued),stall_lg (Not Issued),stall_long_sb (Not Issued),stall_math (Not Issued),stall_membar (Not Issued),stall_mio (Not Issued),stall_misc (Not Issued),stall_no_inst (Not Issued),stall_not_selected (Not Issued),stall_selected (Not Issued),stall_short_sb (Not Issued),stall_sleeping (Not Issued),stall_tex (Not Issued),stall_wait (Not Issued),Kernel_Name,VR_dispatch_id,Divergent Branches,Reason,stall_barrier_ratio,stall_branch_resolving_ratio,stall_dispatch_ratio,stall_drain_ratio,stall_imc_ratio,stall_lg_ratio,stall_long_sb_ratio,stall_math_ratio,stall_membar_ratio,stall_mio_ratio,stall_misc_ratio,stall_no_inst_ratio,stall_not_selected_ratio,stall_selected_ratio,stall_short_sb_ratio,stall_sleep_ratio,stall_tex_ratio,stall_wait_ratio
258,tb_sum[local_i] += a[i] * b[i];,-,-,43294,22394,43294,77594624,2483027968,2483027968,2368,2368,"Global(2),Shared(2)","Load(3),Store",64(4),4194304,4,0,4194304,4194304,0,16777216,16777216,0,,0,0,0,0,0,0,0,59,21,0,0,0,20472,2024,0,0,0,1,1574,1266,519,0,0,17358,0,23,16,0,0,0,11454,1779,0,0,0,0,0,0,262,0,0,8860,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",446,0,stall_long_sb,0.0,0.0013627754423245716,0.0004850556659121356,0.0,0.0,0.0,0.47285998059777334,0.04675012703838869,0.0,0.0,0.0,2.309788885295884e-05,0.03635607705455721,0.02924192728784589,0.011987804314685638,0.0,0.0,0.4009331547096595
257,for (; i < array_size; i += blockDim.x*gridDim.x),-,-,5354,2475,5354,17971712,575094784,541540352,704,672,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,109,3,0,0,0,10,361,0,0,0,0,294,285,367,0,0,3925,0,50,2,0,0,0,7,309,0,0,0,0,0,0,184,0,0,1923,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",446,0,stall_wait,0.0,0.020358610384759057,0.0005603287261860292,0.0,0.0,0.0,0.0018677624206200972,0.0674262233843855,0.0,0.0,0.0,0.0,0.054912215166230856,0.05323122898767277,0.06854688083675757,0.0,0.0,0.7330967500933881
256,tb_sum[local_i] = {};,-,-,175,66,175,481536,15409152,15409152,1056,1056,Shared,Store,64,0,2,0,29184,29184,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,36,5,8,0,0,105,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,0,0,41,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",446,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.2057142857142857,0.02857142857142857,0.045714285714285714,0.0,0.0,0.6
254,const size_t local_i = threadIdx.x;,-,-,58,36,58,131328,4202496,4202496,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,2,2,0,0,38,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,25,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",446,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1896551724137931,0.0,0.0,0.0,0.0,0.08620689655172414,0.034482758620689655,0.034482758620689655,0.0,0.0,0.6551724137931034
253,int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,47,23,47,131328,4202496,4202496,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,4,11,0,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,15,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",446,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0425531914893617,0.0851063829787234,0.23404255319148937,0.0,0.0,0.574468085106383
249,"__global__ void dot_kernel(const T * a, const T * b, T * sum, int array_size)",-,-,464,275,464,452352,14475264,14475264,992,992,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,55,0,14,80,5,100,0,0,127,0,0,0,0,0,0,0,70,0,52,0,14,0,0,78,0,0,61,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",446,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1788793103448276,0.0,0.11853448275862069,0.0,0.03017241379310345,0.1724137931034483,0.010775862068965518,0.21551724137931033,0.0,0.0,0.27370689655172414
170,},-,-,28954,20914,28954,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,460,0,273,0,0,0,0,24903,67,343,0,143,126,0,0,0,2639,0,380,0,244,0,0,0,0,18112,56,226,0,0,0,0,0,0,1896,"void copy_kernel<double>(const T1 *, T1 *)",447,0,stall_membar,0.0,0.01588726946190509,0.0,0.009428749050217587,0.0,0.0,0.0,0.0,0.8600884161083098,0.002314015334668785,0.01184637701181184,0.0,0.004938868550113974,0.004351730330869655,0.0,0.0,0.0,0.09114457415210334
169,c[i] = a[i];,-,-,21748,16612,21748,33554432,1073741824,1073741824,1024,1024,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,1,0,0,0,13514,329,0,0,0,0,123,531,0,0,0,7250,0,0,1,0,0,0,11761,318,0,0,0,0,0,0,0,0,0,4532,"void copy_kernel<double>(const T1 *, T1 *)",447,0,stall_long_sb,0.0,0.0,4.5981239654221075e-05,0.0,0.0,0.0,0.6213904726871436,0.015127827846238735,0.0,0.0,0.0,0.0,0.005655692477469192,0.024416038256391392,0.0,0.0,0.0,0.3333639874931028
168,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1894,1088,1894,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,5,0,0,28,75,488,0,0,1257,0,0,0,0,0,0,0,37,0,3,0,0,0,0,300,0,0,748,"void copy_kernel<double>(const T1 *, T1 *)",447,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02164730728616684,0.0,0.0026399155227032735,0.0,0.0,0.014783526927138331,0.0395987328405491,0.2576557550158395,0.0,0.0,0.6636747624076029
166,"__global__ void copy_kernel(const T * a, T * c)",-,-,4849,2824,4849,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,55,0,82,238,175,1433,0,0,2538,0,0,0,0,0,0,0,305,0,51,0,69,0,0,929,0,0,1470,"void copy_kernel<double>(const T1 *, T1 *)",447,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06764281295112394,0.0,0.011342544854609197,0.0,0.016910703237780985,0.049082285007217986,0.03608991544648381,0.295524850484636,0.0,0.0,0.523406888018148
187,},-,-,31415,22585,31415,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,469,0,294,0,0,0,0,27234,75,346,0,127,139,0,0,0,2731,0,390,0,263,0,0,0,0,19715,62,228,0,0,0,0,0,0,1927,"void mul_kernel<double>(T1 *, const T1 *)",448,0,stall_membar,0.0,0.014929173961483367,0.0,0.009358586662422409,0.0,0.0,0.0,0.0,0.8669107114435779,0.0023873945567404104,0.011013846888429095,0.0,0.004042654782747095,0.004424637911825561,0.0,0.0,0.0,0.08693299379277415
186,b[i] = scalar * c[i];,-,-,22181,16664,22181,36700160,1174405120,1174405120,1120,1120,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,5,0,0,0,13149,324,0,0,0,0,117,574,0,0,0,8012,0,0,5,0,0,0,11350,317,0,0,0,0,0,0,0,0,0,4992,"void mul_kernel<double>(T1 *, const T1 *)",448,0,stall_long_sb,0.0,0.0,0.0002254181506694919,0.0,0.0,0.0,0.5928046526306299,0.014607096163383076,0.0,0.0,0.0,0.0,0.005274784725666111,0.025878003696857672,0.0,0.0,0.0,0.3612100446327938
185,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1404,794,1404,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2,0,0,29,60,350,0,0,927,0,0,0,0,0,0,0,31,0,1,0,0,0,0,220,0,0,542,"void mul_kernel<double>(T1 *, const T1 *)",448,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0014245014245014246,0.0,0.0,0.020655270655270654,0.042735042735042736,0.2492877492877493,0.0,0.0,0.6602564102564102
182,"__global__ void mul_kernel(T * b, const T * c)",-,-,3841,2186,3841,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,57,0,63,212,150,1026,0,0,2056,0,0,0,0,0,0,0,256,0,49,0,55,0,0,671,0,0,1155,"void mul_kernel<double>(T1 *, const T1 *)",448,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07211663629263212,0.0,0.014839885446498308,0.0,0.016401978651392868,0.05519395990627441,0.03905233012236397,0.26711793803696954,0.0,0.0,0.5352772715438688
203,},-,-,16604,12727,16604,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,378,0,208,0,0,0,0,13953,42,187,0,71,81,0,0,0,1684,0,303,0,184,0,0,0,0,10851,34,130,0,0,0,0,0,0,1225,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",449,0,stall_membar,0.0,0.022765598650927487,0.0,0.012527101903155867,0.0,0.0,0.0,0.0,0.8403396771862202,0.002529510961214165,0.011262346422548784,0.0,0.0042760780534810885,0.0048783425680558904,0.0,0.0,0.0,0.10142134425439653
202,c[i] = a[i] + b[i];,-,-,45644,34712,45644,51380224,1644167168,1644167168,1568,1568,Global(3),"Load(2),Store",64(3),6291456,0,0,0,0,0,25165824,25165824,0,,0,0,0,0,0,0,0,0,0,0,0,0,30255,926,0,0,0,0,619,977,0,0,0,12867,0,0,0,0,0,0,25572,883,0,0,0,0,0,0,0,0,0,8257,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",449,0,stall_long_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.6628472526509508,0.0202874419419858,0.0,0.0,0.0,0.0,0.01356147576899483,0.021404784856717204,0.0,0.0,0.0,0.2818990447813513
201,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,3968,2021,3968,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,5,0,0,149,189,941,0,0,2529,0,0,0,0,0,0,0,139,0,4,0,0,0,0,531,0,0,1347,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",449,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0390625,0.0,0.0012600806451612903,0.0,0.0,0.03755040322580645,0.047631048387096774,0.23714717741935484,0.0,0.0,0.6373487903225806
199,"__global__ void add_kernel(const T * a, const T * b, T * c)",-,-,12564,6782,12564,27262976,872415232,872415232,832,832,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,72,0,112,945,504,2732,0,0,7064,0,0,0,0,0,0,0,1064,0,66,0,97,0,0,1798,0,0,3757,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",449,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09033747214262973,0.0,0.0057306590257879654,0.0,0.008914358484559057,0.07521489971346705,0.04011461318051576,0.2174466730340656,0.0,0.0,0.5622413244189749
220,},-,-,0,0,0,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",450,0,,,,,,,,,,,,,,,,,,,
219,a[i] = b[i] + scalar * c[i];,-,-,0,0,0,54525952,1744830464,1744830464,1664,1664,Global(3),"Load(2),Store",64(3),6291456,0,0,0,0,0,25165824,25165824,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",450,0,,,,,,,,,,,,,,,,,,,
218,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,0,0,0,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",450,0,,,,,,,,,,,,,,,,,,,
215,"__global__ void triad_kernel(T * a, const T * b, const T * c)",-,-,0,0,0,27262976,872415232,872415232,832,832,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void triad_kernel<double>(T1 *, const T1 *, const T1 *)",450,0,,,,,,,,,,,,,,,,,,,
271,},-,-,0,0,0,60192,1867776,1867776,124,124,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",451,0,,,,,,,,,,,,,,,,,,,
270,sum[blockIdx.x] = tb_sum[local_i];,-,-,0,0,0,22344,22344,22344,49,49,"Global,Shared","Load,Store",64(2),456,1,0,456,456,0,456,456,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",451,0,,,,,,,,,,,,,,,,,,,
269,if (local_i == 0),-,-,0,0,0,58824,1868232,1867776,129,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",451,456,,,,,,,,,,,,,,,,,,,
265,tb_sum[local_i] += tb_sum[local_i+offset];,-,-,0,0,0,1133160,32658720,32658720,1711,1711,Shared(3),"Load(2),Store",64(3),0,3,0,91656,91656,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",451,0,,,,,,,,,,,,,,,,,,,
263,if (local_i < offset),-,-,0,0,0,1621536,51830328,51363840,380,376,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",451,2280,,,,,,,,,,,,,,,,,,,
262,__syncthreads();,-,-,0,0,0,145920,4669440,4669440,32,32,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",451,0,,,,,,,,,,,,,,,,,,,
260,for (int offset = blockDim.x / 2; offset > 0; offset /= 2),-,-,0,0,0,9470208,303046656,298377216,3328,3298,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",451,0,,,,,,,,,,,,,,,,,,,
258,tb_sum[local_i] += a[i] * b[i];,-,-,0,0,0,77594624,2483027968,2483027968,2368,2368,"Global(2),Shared(2)","Load(3),Store",64(4),4194304,4,0,4194304,4194304,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",451,0,,,,,,,,,,,,,,,,,,,
257,for (; i < array_size; i += blockDim.x*gridDim.x),-,-,0,0,0,17971712,575094784,541540352,704,672,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",451,0,,,,,,,,,,,,,,,,,,,
256,tb_sum[local_i] = {};,-,-,0,0,0,481536,15409152,15409152,1056,1056,Shared,Store,64,0,2,0,29184,29184,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",451,0,,,,,,,,,,,,,,,,,,,
254,const size_t local_i = threadIdx.x;,-,-,0,0,0,131328,4202496,4202496,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",451,0,,,,,,,,,,,,,,,,,,,
253,int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,0,0,0,131328,4202496,4202496,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",451,0,,,,,,,,,,,,,,,,,,,
249,"__global__ void dot_kernel(const T * a, const T * b, T * sum, int array_size)",-,-,0,0,0,452352,14475264,14475264,992,992,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"void dot_kernel<double>(const T1 *, const T1 *, T1 *, int)",451,0,,,,,,,,,,,,,,,,,,,
170,},-,-,29114,20934,29114,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,467,0,287,0,0,0,0,25107,88,308,0,141,112,0,0,0,2604,0,389,0,246,0,0,0,0,18142,81,230,0,0,0,0,0,0,1846,"void copy_kernel<double>(const T1 *, T1 *)",452,0,stall_membar,0.0,0.01604039293810538,0.0,0.009857800370955554,0.0,0.0,0.0,0.0,0.8623686199079481,0.003022600810606581,0.010579102837123034,0.0,0.0048430308442673625,0.0038469464862265577,0.0,0.0,0.0,0.08944150580476747
169,c[i] = a[i];,-,-,21621,16605,21621,33554432,1073741824,1073741824,1024,1024,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,0,0,0,0,13434,319,0,0,0,0,125,532,0,0,0,7211,0,0,0,0,0,0,11751,310,0,0,0,0,0,0,0,0,0,4544,"void copy_kernel<double>(const T1 *, T1 *)",452,0,stall_long_sb,0.0,0.0,0.0,0.0,0.0,0.0,0.6213403635354516,0.014754174182507747,0.0,0.0,0.0,0.0,0.005781416215716202,0.024605707414088154,0.0,0.0,0.0,0.33351833865223623
168,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1838,1046,1838,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,5,0,0,27,87,487,0,0,1190,0,0,0,0,0,0,0,34,0,5,0,0,0,0,317,0,0,690,"void copy_kernel<double>(const T1 *, T1 *)",452,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022850924918389554,0.0,0.002720348204570185,0.0,0.0,0.014689880304679,0.04733405875952122,0.264961915125136,0.0,0.0,0.6474428726877041
166,"__global__ void copy_kernel(const T * a, T * c)",-,-,4912,2836,4912,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,44,0,86,249,174,1497,0,0,2570,0,0,0,0,0,0,0,273,0,40,0,76,0,0,983,0,0,1464,"void copy_kernel<double>(const T1 *, T1 *)",452,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059446254071661236,0.0,0.008957654723127036,0.0,0.01750814332247557,0.050692182410423454,0.035423452768729644,0.30476384364820847,0.0,0.0,0.5232084690553745
187,},-,-,31891,22883,31891,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,493,0,297,0,0,0,0,27537,89,390,0,160,127,0,0,0,2798,0,422,0,255,0,0,0,0,19850,69,259,0,0,0,0,0,0,2028,"void mul_kernel<double>(T1 *, const T1 *)",453,0,stall_membar,0.0,0.01545890690163369,0.0,0.009312972311937538,0.0,0.0,0.0,0.0,0.8634724530431783,0.002790756012668151,0.0122291555611301,0.0,0.005017089460976451,0.003982314759650058,0.0,0.0,0.0,0.08773635194882569
186,b[i] = scalar * c[i];,-,-,21913,16285,21913,36700160,1174405120,1174405120,1120,1120,Global(2),"Load,Store",64(2),4194304,0,0,0,0,0,16777216,16777216,0,,0,0,0,0,0,0,0,0,1,0,0,0,12895,293,0,0,0,0,123,569,0,0,0,8032,0,0,1,0,0,0,10917,276,0,0,0,0,0,0,0,0,0,5091,"void mul_kernel<double>(T1 *, const T1 *)",453,0,stall_long_sb,0.0,0.0,4.563501118057774e-05,0.0,0.0,0.0,0.58846346917355,0.013371058275909278,0.0,0.0,0.0,0.0,0.0056131063752110615,0.025966321361748732,0.0,0.0,0.0,0.3665404098024004
185,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,1303,735,1303,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,0,21,56,335,0,0,861,0,0,0,0,0,0,0,26,0,1,0,0,0,0,208,0,0,500,"void mul_kernel<double>(T1 *, const T1 *)",453,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021488871834228703,0.0,0.0015349194167306216,0.0,0.0,0.016116653875671526,0.042977743668457406,0.25709900230237914,0.0,0.0,0.6607828089025326
182,"__global__ void mul_kernel(T * b, const T * c)",-,-,3757,2087,3757,18874368,603979776,603979776,576,576,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,53,0,69,199,135,1106,0,0,1932,0,0,0,0,0,0,0,250,0,47,0,59,0,0,697,0,0,1034,"void mul_kernel<double>(T1 *, const T1 *)",453,0,stall_wait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07000266169816342,0.0,0.014107000266169817,0.0,0.018365717327655046,0.052967793452222516,0.03593292520628161,0.29438381687516635,0.0,0.0,0.5142400851743413
203,},-,-,17023,12975,17023,4194304,134217728,134217728,128,128,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,336,0,242,0,0,0,0,14303,52,222,0,88,83,0,0,0,1697,0,282,0,200,0,0,0,0,11094,43,145,0,0,0,0,0,0,1211,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",454,0,stall_membar,0.0,0.019738001527345356,0.0,0.014216060623861835,0.0,0.0,0.0,0.0,0.8402161781119661,0.0030546907125653527,0.013041179580567467,0.0,0.005169476590495213,0.004875756329671621,0.0,0.0,0.0,0.09968865652352699
202,c[i] = a[i] + b[i];,-,-,46019,35108,46019,51380224,1644167168,1644167168,1568,1568,Global(3),"Load(2),Store",64(3),6291456,0,0,0,0,0,25165824,25165824,0,,0,0,0,0,0,0,0,0,3,0,0,0,30772,886,0,0,0,0,570,938,0,0,0,12850,0,0,3,0,0,0,26064,851,0,0,0,0,0,0,0,0,0,8190,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",454,0,stall_long_sb,0.0,0.0,6.519046480801408e-05,0.0,0.0,0.0,0.6686803276907365,0.019252917273300158,0.0,0.0,0.0,0.0,0.012386188313522676,0.020382885329972403,0.0,0.0,0.0,0.27923249092766034
201,const int i = blockDim.x * blockIdx.x + threadIdx.x;,-,-,3926,2104,3926,9437184,301989888,301989888,288,288,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,156,0,1,0,0,131,176,946,0,0,2515,0,0,1,0,0,0,0,144,0,1,0,0,0,0,572,0,0,1386,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",454,0,stall_wait,0.0,0.0,0.00025471217524197657,0.0,0.0,0.0,0.0,0.039735099337748346,0.0,0.00025471217524197657,0.0,0.0,0.03336729495669893,0.044829342842587876,0.24095771777890984,0.0,0.0,0.6406011207335711
199,"__global__ void add_kernel(const T * a, const T * b, T * c)",-,-,12262,6563,12262,27262976,872415232,872415232,832,832,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,1,0,0,0,0,1047,0,64,0,88,876,534,2631,0,0,7021,0,0,1,0,0,0,0,969,0,58,0,71,0,0,1660,0,0,3804,"void add_kernel<double>(const T1 *, const T1 *, T1 *)",454,0,stall_wait,0.0,0.0,8.155276463872126e-05,0.0,0.0,0.0,0.0,0.08538574457674115,0.0,0.0052193769368781605,0.0,0.00717664328820747,0.07144022182351982,0.04354917631707715,0.21456532376447562,0.0,0.0,0.5725819605284619
